-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
45,43.9,42.8,41.701,40.602,39.504,38.408,37.312,36.218,35.126,34.035,32.947,31.86,30.777,29.696,28.618,27.543,26.472,25.404,24.34,23.28,22.224,21.173,20.126,19.084,18.047,17.015,15.989,14.968,13.954,12.945,11.943,10.947,9.9578,8.9756,8.0006,7.033,6.0729,5.1205,4.1762,3.24,2.3122,1.3931,0.48275,-0.41856,-1.3106,-2.1932,-3.0662,-3.9293,-4.7823,-5.625,-6.4572,-7.2787,-8.0893,-8.8888,-9.6769,-10.453,-11.218,-11.971,-12.712,-13.44,-14.156,-14.859,-15.548,-16.225,-16.888,-17.538,-18.173,-18.795,-19.402,-19.995,-20.573,-21.136,-21.684,-22.217,-22.734,-23.236,-23.721,-24.191,-24.644,-25.08,-25.5,-25.902,-26.287,-26.655,-27.006,-27.338,-27.652,-27.948,-28.226,-28.485,-28.725,-28.946,-29.148,-29.33,-29.492,-29.634,-29.756,-29.858,-29.94,-30,-30.04,-30.058,-30.057,-30.036,-29.994,-29.934,-29.854,-29.756,-29.64,-29.505,-29.353,-29.183,-28.996,-28.793,-28.573,-28.337,-28.086,-27.819,-27.537,-27.24,-26.929,-26.604,-26.265,-25.912,-25.547,-25.169,-24.778,-24.375,-23.961,-23.535,-23.098,-22.65,-22.192,-21.724,-21.246,-20.758,-20.261,-19.756,-19.242,-18.72,-18.19,-17.653,-17.108,-16.557,-15.999,-15.435,-14.866,-14.291,-13.71,-13.125,-12.535,-11.941,-11.344,-10.743,-10.138,-9.5309,-8.9211,-8.3092,-7.6953,-7.08,-6.4635,-5.846,-5.2281,-4.6099,-3.9919,-3.3743,-2.7575,-2.1418,-1.5275,-0.915,-0.3046,0.30336,0.90856,1.5107,2.1094,2.7043,3.2952,3.8816,4.4634,5.04,5.6112,6.1768,6.7362,7.2893,7.8356,8.3749,8.9068,9.431,9.9472,10.455,10.954,11.444,11.925,12.396,12.857,13.308,13.747,14.176,14.594,15,15.394,15.776,16.147,16.505,16.852,17.188,17.513,17.826,18.129,18.42,18.701,18.971,19.23,19.479,19.717,19.946,20.164,20.373,20.571,20.76,20.939,21.109,21.269,21.42,21.562,21.696,21.82,21.935,22.042,22.14,22.23,22.311,22.385,22.45,22.507,22.557,22.599,22.633,22.66,22.68,22.692,22.698,22.696,22.688,22.672,22.651,22.622,22.588,22.547,22.5,22.447,22.388,22.324,22.253,22.177,22.096,22.01,21.918,21.822,21.72,21.614,21.503,21.387,21.267,21.142,21.014,20.881,20.745,20.604,20.46,20.312,20.161,20.006,19.848,19.687,19.524,19.357,19.187,19.015,18.84,18.663,18.483,18.302,18.118,17.932,17.745,17.556,17.365,17.173,16.98,16.785,16.59,16.393,16.196,15.997,15.799,15.599,15.4,15.2,15
90,90.96,91.919,92.878,93.836,94.792,95.746,96.697,97.646,98.592,99.534,100.47,101.41,102.33,103.26,104.18,105.09,106,106.9,107.79,108.67,109.55,110.42,111.28,112.13,112.97,113.8,114.62,115.43,116.23,117.02,117.79,118.56,119.31,120.05,120.77,121.48,122.18,122.86,123.52,124.18,124.81,125.43,126.03,126.62,127.19,127.74,128.27,128.78,129.28,129.75,130.21,130.64,131.05,131.45,131.82,132.17,132.5,132.8,133.08,133.34,133.58,133.79,133.98,134.14,134.27,134.39,134.47,134.53,134.56,134.56,134.54,134.49,134.4,134.3,134.16,133.99,133.79,133.56,133.3,133.01,132.68,132.33,131.94,131.52,131.07,130.58,130.06,129.5,128.91,128.29,127.62,126.93,126.19,125.42,124.61,123.77,122.88,121.96,121,120,118.96,117.88,116.77,115.61,114.42,113.19,111.93,110.63,109.3,107.94,106.54,105.12,103.66,102.17,100.65,99.103,97.527,95.925,94.295,92.64,90.96,89.255,87.526,85.774,84,82.204,80.388,78.551,76.695,74.82,72.927,71.017,69.09,67.148,65.19,63.218,61.232,59.233,57.222,55.2,53.167,51.123,49.071,47.009,44.94,42.864,40.781,38.692,36.598,34.5,32.398,30.294,28.187,26.079,23.97,21.861,19.753,17.646,15.542,13.44,11.342,9.2482,7.1594,5.0765,3,0.93072,-1.1306,-3.1834,-5.2267,-7.26,-9.2825,-11.293,-13.292,-15.278,-17.25,-19.208,-21.15,-23.077,-24.987,-26.88,-28.755,-30.611,-32.448,-34.264,-36.06,-37.834,-39.586,-41.315,-43.02,-44.7,-46.355,-47.985,-49.587,-51.163,-52.71,-54.228,-55.717,-57.176,-58.604,-60,-61.364,-62.696,-63.996,-65.264,-66.502,-67.708,-68.885,-70.031,-71.147,-72.234,-73.292,-74.321,-75.321,-76.293,-77.237,-78.154,-79.044,-79.906,-80.742,-81.552,-82.336,-83.094,-83.827,-84.535,-85.219,-85.878,-86.513,-87.125,-87.713,-88.278,-88.821,-89.341,-89.839,-90.315,-90.77,-91.204,-91.617,-92.01,-92.383,-92.736,-93.07,-93.384,-93.68,-93.957,-94.216,-94.457,-94.681,-94.887,-95.077,-95.25,-95.407,-95.548,-95.674,-95.784,-95.879,-95.96,-96.027,-96.079,-96.118,-96.144,-96.157,-96.157,-96.145,-96.121,-96.085,-96.038,-95.979,-95.911,-95.831,-95.742,-95.643,-95.535,-95.417,-95.291,-95.156,-95.014,-94.863,-94.705,-94.54,-94.368,-94.19,-94.005,-93.815,-93.619,-93.418,-93.212,-93.001,-92.787,-92.568,-92.346,-92.121,-91.892,-91.661,-91.428,-91.193,-90.957,-90.719,-90.48,-90.24,-90
45,43.89,42.78,41.671,40.561,39.453,38.345,37.237,36.131,35.025,33.921,32.818,31.716,30.616,29.518,28.421,27.326,26.233,25.142,24.054,22.968,21.884,20.804,19.726,18.65,17.578,16.509,15.443,14.381,13.322,12.267,11.216,10.168,9.1247,8.0854,7.0504,6.0198,4.9937,3.9723,2.9557,1.944,0.93734,-0.064152,-1.0604,-2.0511,-3.0364,-4.0159,-4.9897,-5.9576,-6.9194,-7.875,-8.8243,-9.7672,-10.704,-11.633,-12.556,-13.472,-14.381,-15.283,-16.177,-17.064,-17.943,-18.815,-19.679,-20.535,-21.383,-22.223,-23.054,-23.877,-24.691,-25.497,-26.294,-27.082,-27.861,-28.63,-29.391,-30.142,-30.883,-31.614,-32.336,-33.048,-33.75,-34.441,-35.122,-35.793,-36.453,-37.103,-37.741,-38.369,-38.986,-39.591,-40.185,-40.768,-41.339,-41.898,-42.445,-42.981,-43.504,-44.015,-44.514,-45,-45.474,-45.935,-46.384,-46.82,-47.244,-47.656,-48.056,-48.444,-48.821,-49.185,-49.538,-49.879,-50.208,-50.526,-50.833,-51.129,-51.413,-51.686,-51.949,-52.2,-52.441,-52.671,-52.89,-53.099,-53.297,-53.485,-53.663,-53.83,-53.988,-54.135,-54.273,-54.4,-54.518,-54.627,-54.726,-54.815,-54.895,-54.966,-55.027,-55.08,-55.124,-55.158,-55.184,-55.201,-55.209,-55.209,-55.201,-55.184,-55.158,-55.125,-55.083,-55.034,-54.976,-54.911,-54.838,-54.757,-54.669,-54.573,-54.47,-54.36,-54.242,-54.118,-53.986,-53.847,-53.702,-53.55,-53.391,-53.225,-53.053,-52.875,-52.69,-52.5,-52.303,-52.1,-51.891,-51.676,-51.455,-51.229,-50.997,-50.76,-50.517,-50.269,-50.016,-49.758,-49.494,-49.226,-48.953,-48.675,-48.392,-48.105,-47.813,-47.517,-47.217,-46.912,-46.603,-46.29,-45.973,-45.653,-45.328,-45,-44.668,-44.333,-43.994,-43.652,-43.306,-42.956,-42.604,-42.248,-41.889,-41.526,-41.16,-40.791,-40.419,-40.044,-39.665,-39.284,-38.899,-38.512,-38.121,-37.728,-37.332,-36.933,-36.531,-36.126,-35.719,-35.309,-34.896,-34.481,-34.063,-33.642,-33.219,-32.793,-32.365,-31.935,-31.502,-31.067,-30.63,-30.19,-29.748,-29.304,-28.858,-28.409,-27.959,-27.506,-27.052,-26.595,-26.137,-25.676,-25.214,-24.75,-24.284,-23.816,-23.347,-22.876,-22.403,-21.929,-21.453,-20.975,-20.496,-20.016,-19.534,-19.051,-18.566,-18.08,-17.593,-17.104,-16.614,-16.123,-15.631,-15.138,-14.644,-14.148,-13.652,-13.155,-12.656,-12.157,-11.657,-11.156,-10.654,-10.152,-9.6488,-9.145,-8.6405,-8.1354,-7.6297,-7.1235,-6.6168,-6.1096,-5.602,-5.094,-4.5856,-4.0769,-3.5679,-3.0587,-2.5492,-2.0396,-1.5298,-1.02,-0.50999,0
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
90,87.84,85.68,83.521,81.362,79.204,77.048,74.892,72.738,70.586,68.436,66.288,64.142,61.999,59.859,57.721,55.587,53.457,51.33,49.207,47.088,44.973,42.863,40.758,38.658,36.563,34.473,32.389,30.31,28.238,26.172,24.112,22.06,20.014,17.975,15.943,13.92,11.904,9.8954,7.8955,5.904,3.9212,1.9472,-0.017748,-1.9734,-3.9195,-5.8559,-7.7824,-9.6987,-11.605,-13.5,-15.385,-17.258,-19.12,-20.971,-22.811,-24.638,-26.453,-28.256,-30.046,-31.824,-33.589,-35.34,-37.078,-38.803,-40.514,-42.21,-43.893,-45.56,-47.214,-48.852,-50.475,-52.083,-53.675,-55.252,-56.812,-58.357,-59.885,-61.396,-62.891,-64.368,-65.828,-67.271,-68.696,-70.103,-71.491,-72.862,-74.214,-75.547,-76.861,-78.156,-79.431,-80.687,-81.923,-83.139,-84.335,-85.51,-86.664,-87.797,-88.909,-90,-91.069,-92.117,-93.143,-94.147,-95.13,-96.091,-97.031,-97.949,-98.845,-99.72,-100.57,-101.4,-102.21,-103,-103.77,-104.52,-105.24,-105.94,-106.62,-107.28,-107.92,-108.53,-109.13,-109.7,-110.25,-110.78,-111.29,-111.77,-112.24,-112.68,-113.1,-113.5,-113.88,-114.24,-114.57,-114.88,-115.17,-115.44,-115.69,-115.92,-116.13,-116.31,-116.47,-116.61,-116.73,-116.83,-116.9,-116.96,-116.99,-117,-116.99,-116.96,-116.9,-116.83,-116.73,-116.61,-116.47,-116.31,-116.13,-115.92,-115.69,-115.44,-115.17,-114.88,-114.57,-114.24,-113.88,-113.5,-113.1,-112.68,-112.24,-111.77,-111.29,-110.78,-110.25,-109.7,-109.13,-108.53,-107.92,-107.28,-106.62,-105.94,-105.24,-104.52,-103.77,-103,-102.21,-101.4,-100.57,-99.72,-98.845,-97.949,-97.031,-96.091,-95.13,-94.147,-93.143,-92.117,-91.069,-90,-88.909,-87.797,-86.664,-85.51,-84.335,-83.139,-81.923,-80.687,-79.431,-78.156,-76.861,-75.547,-74.214,-72.862,-71.492,-70.103,-68.696,-67.271,-65.828,-64.368,-62.891,-61.396,-59.885,-58.357,-56.813,-55.252,-53.675,-52.083,-50.475,-48.852,-47.214,-45.56,-43.893,-42.21,-40.513,-38.803,-37.078,-35.34,-33.589,-31.824,-30.046,-28.256,-26.453,-24.638,-22.81,-20.971,-19.12,-17.258,-15.385,-13.5,-11.605,-9.6987,-7.7824,-5.8559,-3.9195,-1.9734,-0.017748,1.9472,3.9212,5.904,7.8955,9.8954,11.904,13.92,15.943,17.975,20.014,22.06,24.112,26.172,28.238,30.31,32.389,34.473,36.562,38.658,40.758,42.863,44.973,47.088,49.207,51.33,53.457,55.587,57.722,59.859,61.999,64.142,66.288,68.436,70.586,72.738,74.892,77.048,79.205,81.362,83.521,85.68,87.84,90
